"chr","start","end","strand","pvalue","qvalue","meth.diff"
"chr7",156741643,156741643,"+",7.89675874246498e-07,6.71737296343757e-05,-16.9210256898645
"chr7",156741647,156741647,"+",1.53579505779433e-07,1.60152777964849e-05,-18.250524508869
"chr7",156741664,156741664,"+",7.44988991496776e-07,6.38849891736777e-05,-16.7691957165641
"chr7",156754745,156754745,"+",0,0,16.4054308563718
"chr7",156761070,156761070,"+",0,0,15.9619544349522
"chr7",156761113,156761113,"+",8.21565038222616e-15,3.54434159406292e-12,16.8727541745931
"chr7",157090046,157090046,"+",1.82076576038526e-14,7.46166651852094e-12,-15.0175991594431
"chr7",157215002,157215002,"+",2.89879231729628e-13,9.95201024687949e-11,-15.0542005047911
"chr7",157215026,157215026,"+",0,0,16.2546105445867
"chr7",157215154,157215154,"+",0,0,-18.8899733806566
"chr7",157216715,157216715,"+",1.78028702890742e-11,4.52887837387629e-09,-16.0092232001019
"chr7",157234974,157234974,"+",0,0,-18.2644753476612
"chr7",157369238,157369238,"+",9.59626441199291e-07,7.96482208697362e-05,-18.9356064393561
"chr7",157369246,157369246,"+",4.07082806885839e-06,0.000277430712434988,-17.9945317840055
"chr7",157369261,157369261,"+",0.000133498110121644,0.00521775354136778,-15.4830875468165
"chr7",157369263,157369263,"+",3.7763157231252e-06,0.000260210086764243,-18.851313792948
"chr7",157369308,157369308,"+",4.18449518341246e-05,0.00200506936255929,-16.3333333333333
"chr7",157369388,157369388,"+",3.54045690087457e-06,0.000246241682866286,-15.0003526590492
"chr7",157414063,157414063,"+",2.35578855312113e-08,3.04064791279929e-06,18.3661043127005
"chr7",157611217,157611217,"+",1.66162639203549e-11,4.24485895537714e-09,-21.2076329723389
"chr7",157628140,157628140,"+",3.27025073687537e-10,6.45723439033661e-08,-18.7983125942685
"chr7",157642074,157642074,"+",0,0,18.6875464992813
"chr7",157695943,157695943,"+",0,0,16.6327478177571
"chr7",157700930,157700930,"+",0,0,-28.2917440080935
"chr7",157702913,157702913,"+",0,0,-22.9751831046007
"chr7",157702976,157702976,"+",0,0,-27.2617681127516
"chr7",157703195,157703195,"+",0,0,-22.5056053811659
"chr7",157742573,157742573,"+",0,0,-24.5099660904805
"chr7",157956912,157956912,"+",0,0,-15.2953864786799
"chr7",157957116,157957116,"+",5.00250951773751e-11,1.16254534706601e-08,-15.7138389473004
"chr7",158032422,158032422,"+",9.31795629544041e-09,1.32539888589729e-06,-17.4463937621832
"chr7",158037955,158037955,"+",0,0,-26.3816248933033
"chr7",158039696,158039696,"+",1.11022302462516e-16,5.91807495522432e-14,-15.3283091885836
"chr7",158052659,158052659,"+",0,0,20.4636091724825
"chr7",158064927,158064927,"+",9.99089699860178e-12,2.65942205465683e-09,17.3981750522506
"chr7",158134191,158134191,"+",0,0,-24.5448037819027
"chr7",158155750,158155750,"+",5.45119505090952e-14,2.09504864088272e-11,-15.7446808510638
"chr7",158441577,158441577,"+",2.75507594516e-09,4.4237413413647e-07,-15.0992219899236
"chr7",158523455,158523455,"+",3.35287353436797e-14,1.32596781497464e-11,17.993124703651
"chr7",158526879,158526879,"+",0,0,24.973313925279
"chr7",158752565,158752565,"+",0,0,-16.2331460522358
"chr7",158785768,158785768,"+",0,0,-17.4987364307753
"chr7",158793935,158793935,"+",0,0,20.6504403300742
"chr7",158854490,158854490,"+",8.95292442404383e-08,9.92500914518778e-06,-15.4420020992506
"chr7",158962702,158962702,"+",5.18363130197486e-13,1.71516664253287e-10,32.314808446248
"chr7",158964215,158964215,"+",0,0,19.6830977436367
"chr7",158964653,158964653,"+",0,0,19.214921015501
"chr8",231937,231937,"+",0,0,-30.212271077888
"chr8",588868,588868,"+",0,0,15.0565347522448
"chr8",605138,605138,"+",0,0,-26.5936837586198
"chr8",622078,622078,"+",0,0,-19.9979218822066
"chr8",622257,622257,"+",6.7916679858615e-05,0.00299431378271924,-17.5168222270458
"chr8",636945,636945,"+",4.59243754136196e-12,1.29934396118967e-09,-19.1781588035439
"chr8",644672,644672,"+",0,0,-48.1188975404771
"chr8",649330,649330,"+",0,0,-36.7788253055587
"chr8",652874,652874,"+",1.98777660997962e-11,5.00760052326989e-09,18.4175522890454
"chr8",694621,694621,"+",0,0,16.9513034703519
"chr8",694696,694696,"+",0,0,20.7384696662703
"chr8",745841,745841,"+",0,0,16.647305654927
"chr8",748926,748926,"+",0,0,19.7864425830278
"chr8",778300,778300,"+",4.57855975355415e-12,1.29604861228326e-09,20.0667629525792
"chr8",790630,790630,"+",0,0,23.0295572521671
"chr8",1140574,1140574,"+",0,0,-18.3229051650104
"chr8",1152959,1152959,"+",4.32986979603811e-15,1.93819234473487e-12,21.7890131259115
"chr8",1153026,1153026,"+",6.66133814775094e-16,3.30015434917864e-13,22.6617001617002
"chr8",1183435,1183435,"+",0,0,16.2588183517391
"chr8",1187156,1187156,"+",2.11108736158927e-07,2.11884596522446e-05,18.973987805413
"chr8",1250877,1250877,"+",0,0,17.2429043989985
"chr8",1340507,1340507,"+",1.5789591856219e-11,4.05291922576375e-09,22.3413205371888
"chr8",1440086,1440086,"+",3.94039731677065e-06,0.00026985212758786,-21.9379044326876
"chr8",1505182,1505182,"+",2.75964368343651e-05,0.00141553138724813,-19.083653339357
"chr8",1508791,1508791,"+",3.29825056155642e-12,9.59562872225053e-10,16.1866089950126
"chr8",1509853,1509853,"+",2.34606285509642e-08,3.029575423115e-06,16.6334002898624
"chr8",1509891,1509891,"+",2.90434343241941e-13,9.96871198625049e-11,-20.8652998524958
"chr8",1511098,1511098,"+",8.88178419700125e-16,4.33806435857062e-13,-19.1784448229824
"chr8",1511211,1511211,"+",8.04032396217735e-11,1.79499338262456e-08,-18.0634860142847
"chr8",1511243,1511243,"+",2.18713935851156e-13,7.66735993203402e-11,-19.1496616884162
"chr8",1511638,1511638,"+",3.47499806707674e-14,1.37239643316604e-11,-17.7353329194475
"chr8",1511700,1511700,"+",0,0,-21.9617706237425
"chr8",1568775,1568775,"+",0,0,20.4951854136622
"chr8",1579201,1579201,"+",0,0,-17.4800555173153
"chr8",1651128,1651128,"+",0,0,-15.8862915853879
"chr8",1721642,1721642,"+",0,0,17.8149226898525
"chr8",1749513,1749513,"+",1.06664044041693e-07,1.15814674792972e-05,19.2783068783069
"chr8",1779757,1779757,"+",6.21724893790088e-15,2.72386740511908e-12,22.5756473472907
"chr8",1789254,1789254,"+",1.64201985342061e-13,5.86319310230253e-11,22.8521083971321
"chr8",1884158,1884158,"+",0,0,-16.9494809241649
"chr8",1892236,1892236,"+",3.44523298778654e-10,6.76869987561026e-08,18.2859200239404
"chr8",1892241,1892241,"+",5.29566612783583e-10,1.00082225647112e-07,17.3848326857902
"chr8",1913134,1913134,"+",1.11022302462516e-16,5.91807495522432e-14,-17.1421251877013
"chr8",1969023,1969023,"+",1.23127841256121e-10,2.64710532915994e-08,-15.9260045345974
"chr8",1981589,1981589,"+",0,0,22.0919449901768
"chr8",2056816,2056816,"+",0,0,24.5282949666109
"chr8",2056863,2056863,"+",0,0,17.8899648197452
"chr8",2077977,2077977,"+",0,0,22.4667683591196
"chr8",2082244,2082244,"+",1.13242748511766e-14,4.79501219590322e-12,17.8084073517699
"chr8",2085500,2085500,"+",3.52321874153017e-06,0.000245213000776071,17.7702702702703
"chr8",2088234,2088234,"+",0,0,17.6198801198801
"chr8",2088252,2088252,"+",0,0,26.6062249610194
"chr8",2238377,2238377,"+",0,0,-25.5915062966799
"chr8",2253746,2253746,"+",2.32253660747972e-10,4.71805386942254e-08,20.3531671886102
"chr8",2253754,2253754,"+",3.31146221554945e-12,9.63181215666442e-10,22.1914460285132
"chr8",2269409,2269409,"+",2.08721928629529e-14,8.49014225584267e-12,-20.5845691865324
"chr8",2269663,2269663,"+",8.29873514351931e-09,1.19369059628708e-06,-22.3732718894009
"chr8",2879405,2879405,"+",0,0,-19.995923424422
"chr8",2879470,2879470,"+",0,0,-22.2768027470431
"chr8",3566234,3566234,"+",1.17556564482868e-08,1.63319791738774e-06,-16.2906373458994
"chr8",4712227,4712227,"+",3.33066907387547e-16,1.69993895850171e-13,-18.097707268821
"chr8",5768863,5768863,"+",0,0,-19.9366579624584
"chr8",6086741,6086741,"+",2.84128899630254e-06,0.000203654881467095,-17.625
"chr8",6147405,6147405,"+",4.9737991503207e-13,1.64836548148251e-10,-21.7943442451713
"chr8",6231482,6231482,"+",1.52334811431842e-11,3.92299987200868e-09,-18.0651398473181
"chr8",6249425,6249425,"+",0,0,15.6947376042148
"chr8",6455540,6455540,"+",8.50701109555985e-08,9.49478119246666e-06,15.7601702689365
"chr8",6594939,6594939,"+",0,0,-21.4864728212893
"chr8",6795980,6795980,"+",0,0,-16.6796338293963
"chr8",6795989,6795989,"+",2.99760216648792e-15,1.37205723910707e-12,-15.0736089665253
"chr8",6796552,6796552,"+",1.33379973732417e-11,3.47148540126369e-09,-15.0108008726462
"chr8",6951200,6951200,"+",4.43785984627354e-08,5.34452360481381e-06,-18.9145822954922
"chr8",7225096,7225096,"+",0,0,23.7629296456307
"chr8",7920082,7920082,"+",9.3863269379213e-08,1.03435014914571e-05,18.1236673773987
"chr8",8313662,8313662,"+",3.17066798573018e-05,0.00158997934616459,17.4711561101954
"chr8",8377885,8377885,"+",3.08765790079102e-05,0.00155500938067817,-18.4716361931552
"chr8",8847353,8847353,"+",8.52491843783554e-09,1.22313624092406e-06,-16.4458020753785
"chr8",8859549,8859549,"+",1.5471976688719e-06,0.000120362639179774,-16.5520309345379
"chr8",10333798,10333798,"+",0,0,-37.8545359749739
"chr8",10493837,10493837,"+",0.000109917819707817,0.0044497438293406,18.1313663505444
"chr8",10504327,10504327,"+",0,0,-17.2415687890652
"chr8",10659489,10659489,"+",3.40973298151859e-07,3.22568110219952e-05,-20.1153734016411
"chr8",11295251,11295251,"+",1.11022302462516e-16,5.91807495522432e-14,20.2884728600024
"chr8",11314991,11314991,"+",2.22044604925031e-16,1.15521162270675e-13,16.0499419279907
"chr8",11607330,11607330,"+",0,0,18.5917171689092
"chr8",11768827,11768827,"+",2.36588526547621e-13,8.24918706507771e-11,18.5793029135066
"chr8",11770956,11770956,"+",0,0,-21.2817059483726
"chr8",12519130,12519130,"+",0,0,-18.6948813063961
"chr8",12608579,12608579,"+",4.9960036108132e-15,2.22131601280803e-12,-16.3274582675087
"chr8",12608589,12608589,"+",1.08246744900953e-12,3.40226882974394e-10,-15.2342568923339
"chr8",13885526,13885526,"+",0,0,21.5962419134368
"chr8",13885582,13885582,"+",2.96085378437283e-12,8.68769637759601e-10,16.2869438643124
"chr8",16642483,16642483,"+",0,0,-34.4467196330576
"chr8",17198854,17198854,"+",1.25085982904949e-06,0.000100293106948813,-17.8489702517163
"chr8",17464201,17464201,"+",0,0,16.4167053642315
"chr8",17466306,17466306,"+",0,0,-16.5643305191803
"chr8",17466343,17466343,"+",0,0,-18.1235028939485
"chr8",17533953,17533953,"+",5.92037530111611e-12,1.6433695725105e-09,-18.167427672381
"chr8",17533970,17533970,"+",3.80100273478234e-09,5.92151256877566e-07,-15.9155659155659
"chr8",17693492,17693492,"+",1.11022302462516e-15,5.36039695960986e-13,15.3261733808789
"chr8",18420055,18420055,"+",0,0,19.8177458645274
"chr8",18666673,18666673,"+",3.56857954297851e-09,5.59392178455287e-07,17.2160611854685
"chr8",18704514,18704514,"+",0,0,18.0102113275238
"chr8",19398191,19398191,"+",0,0,-17.6223612621094
"chr8",19540396,19540396,"+",0,0,-16.1737822200101
"chr8",19540453,19540453,"+",0,0,-16.2771725895742
"chr8",22227271,22227271,"+",2.22044604925031e-16,1.15521162270675e-13,15.5152327701347
"chr8",22427885,22427885,"+",0,0,-26.6798614198119
"chr8",22484243,22484243,"+",9.78432647108507e-05,0.00404387709112979,18.4450013189132
"chr8",22493124,22493124,"+",0,0,-19.8347800516244
"chr8",22541509,22541509,"+",0,0,26.2747035573123
"chr8",22960165,22960165,"+",2.33110190372976e-07,2.31171606225466e-05,-16.5980471249339
"chr8",22972320,22972320,"+",0,0,31.7223321470771
"chr8",23178979,23178979,"+",2.22044604925031e-16,1.15521162270675e-13,26.9047619047619
"chr8",23179004,23179004,"+",4.86590323589553e-10,9.2762775205796e-08,23.4283048364258
"chr8",23183339,23183339,"+",1.66533453693773e-15,7.88337343310393e-13,30.7500271355693
"chr8",23396751,23396751,"+",7.8512263357311e-10,1.42760807597273e-07,-15.6961777569977
"chr8",23396804,23396804,"+",1.16202580890956e-08,1.61601008914119e-06,-16.9411095476183
"chr8",23405328,23405328,"+",8.99280649946377e-15,3.85784729619577e-12,-15.2199092867427
"chr8",23405363,23405363,"+",1.52100554373646e-14,6.2962819397524e-12,-17.7205978545264
"chr8",23423696,23423696,"+",1.66533453693773e-15,7.88337343310393e-13,17.5276153346329
"chr8",26943632,26943632,"+",0,0,-16.1778471758112
"chr8",26949013,26949013,"+",0,0,-22.9171726985669
"chr8",27100013,27100013,"+",0,0,19.8649548188569
"chr8",27192245,27192245,"+",1.1258406630299e-06,9.15296983804371e-05,-17.0104733975702
"chr8",27338294,27338294,"+",1.22124532708767e-15,5.87106724417835e-13,-16.0641535716671
"chr8",27338358,27338358,"+",3.31258963592873e-08,4.12778986600828e-06,-15.8468398329677
"chr8",27755034,27755034,"+",5.19040366242507e-12,1.45408271568247e-09,16.0527590560432
"chr8",27755149,27755149,"+",0.000200198630121329,0.00723803808887956,16.6434183808599
"chr8",27784580,27784580,"+",7.99360577730113e-15,3.45470486823865e-12,-17.9270560330312
"chr8",27793622,27793622,"+",0,0,-17.5974582869468
"chr8",28241277,28241277,"+",1.21849237810778e-07,1.30406639881201e-05,-19.0634505199123
"chr8",29082944,29082944,"+",3.98778104981901e-08,4.8641950612317e-06,-15.0446812796425
"chr8",29086964,29086964,"+",1.51541962348789e-05,0.00085266942930362,15.766935414455
"chr8",29211917,29211917,"+",0,0,-15.5242233677903
"chr8",29441416,29441416,"+",1.06581410364015e-14,4.52813222663551e-12,-15.2671211589839
"chr8",29492800,29492800,"+",3.43958908766151e-06,0.000240206632211599,-17.312102027206
"chr8",29523123,29523123,"+",0,0,18.8720540091535
"chr8",29914021,29914021,"+",9.18252363035776e-10,1.64578297821516e-07,-16.8032354492703
"chr8",29937403,29937403,"+",0,0,-17.3807541511446
"chr8",30027362,30027362,"+",0,0,24.0669941575951
"chr8",30087400,30087400,"+",8.88178419700125e-16,4.33806435857062e-13,21.7978237895346
"chr8",30562020,30562020,"+",1.69669611693735e-10,3.54410122715239e-08,15.5471501239077
"chr8",30914705,30914705,"+",5.69516053602337e-05,0.00258862958987885,-15.8712507336361
"chr8",32605343,32605343,"+",0,0,-22.1468203158344
"chr8",33074277,33074277,"+",0,0,-18.3067311859021
"chr8",33422455,33422455,"+",0.000108570096205129,0.00440505974724854,-17.0889203703094
"chr8",33578917,33578917,"+",0,0,-17.8265943012212
"chr8",36641571,36641571,"+",2.81330514440015e-13,9.68599082177464e-11,15.8859347087365
"chr8",36934026,36934026,"+",2.24047713714981e-09,3.67734167874651e-07,-18.8875404530744
"chr8",36968968,36968968,"+",1.46438416948058e-13,5.26840590952047e-11,22.0028548869519
"chr8",36995906,36995906,"+",0,0,-22.3197406911961
"chr8",37073840,37073840,"+",0,0,-16.8065312635734
"chr8",37378512,37378512,"+",3.37434524766422e-11,8.11031509411290e-09,-16.1121173595268
"chr8",37621344,37621344,"+",1.78199197820028e-06,0.000136005995574995,15.1032155617308
"chr8",37650917,37650917,"+",3.61253201375256e-06,0.000250528830216137,-17.265286176776
"chr8",37763532,37763532,"+",1.46149758961656e-12,4.50679530806308e-10,-15.896153304213
"chr8",37789132,37789132,"+",7.8660200275138e-05,0.00337965451116407,17.8317515392727
"chr8",38220637,38220637,"+",9.88746219658942e-05,0.00407866980286565,16.5773059057731
"chr8",38424739,38424739,"+",0,0,19.1231878271349
"chr8",38628318,38628318,"+",5.29812905728511e-05,0.00244035306885165,-16.7523510971787
"chr8",38816054,38816054,"+",0,0,-20.8815558743823
"chr8",38831332,38831332,"+",1.58747981122698e-05,0.000887320359991348,-18.4207233137279
"chr8",39854156,39854156,"+",3.30750982158179e-11,7.96021185738406e-09,20.2140902076115
"chr8",41058677,41058677,"+",6.66133814775094e-16,3.30015434917864e-13,-17.4923143619346
"chr8",41609623,41609623,"+",4.2240642095237e-09,6.51241195356525e-07,17.0240860811576
"chr8",41722699,41722699,"+",1.51753276611544e-10,3.199536808083e-08,-15.443689745837
"chr8",41727670,41727670,"+",0,0,-26.791430682098
"chr8",41814743,41814743,"+",0.000229465181505795,0.00807779327093424,17.1717171717172
"chr8",42350016,42350016,"+",1.46831879846987e-05,0.00083028425943166,-15.3172807584572
"chr8",42377477,42377477,"+",4.91401987989804e-08,5.84838377461811e-06,-16.285032047254
"chr8",42712456,42712456,"+",1.90419995049762e-06,0.000144264413827602,-16.400070031355
"chr8",43132256,43132256,"+",3.03945757451629e-12,8.90345111807676e-10,-15.692705227589
"chr8",43132260,43132260,"+",2.81630274656663e-12,8.29035110214819e-10,-15.2166633964904
"chr8",47516621,47516621,"+",7.78741626739077e-10,1.41680343121732e-07,20.5310048089091
"chr8",47529427,47529427,"+",4.2215120288347e-12,1.20247809337298e-09,-17.7693121693122
"chr8",48282730,48282730,"+",1.53012498761429e-05,0.000859844463275181,-15.8735365878662
"chr8",48572117,48572117,"+",3.67102474529979e-07,3.44104561376036e-05,-15.1897725626539
"chr8",48572545,48572545,"+",1.11847353601036e-09,1.96416594505735e-07,-15.6634746922025
"chr8",48572557,48572557,"+",4.03961974981826e-10,7.82481127020552e-08,-17.6467425258867
"chr8",48572586,48572586,"+",1.17984363656731e-06,9.5317250290946e-05,-18.3094820872274
"chr8",49426480,49426480,"+",0,0,-15.5216861562235
"chr8",52366199,52366199,"+",0,0,23.3445737698974
"chr8",54400933,54400933,"+",7.27502735831109e-09,1.06104507319627e-06,20.6362608367885
"chr8",54433888,54433888,"+",0,0,-18.5568607653126
"chr8",54436111,54436111,"+",1.21236354289067e-13,4.41585146546164e-11,-18.4040518523766
"chr8",55083372,55083372,"+",2.70428124338196e-12,7.98648937875855e-10,-18.7462100945247
"chr8",55195745,55195745,"+",0,0,20.5850206762893
"chr8",55195818,55195818,"+",0,0,18.2507720494285
"chr8",56011413,56011413,"+",0,0,-22.1565731166913
"chr8",56869084,56869084,"+",1.30522831875979e-07,1.38667694183743e-05,17.2269340030467
"chr8",57400730,57400730,"+",3.48243656134173e-12,1.00786591084563e-09,-15.151221531003
"chr8",57423672,57423672,"+",0,0,-26.6932135320945
"chr8",57517787,57517787,"+",0,0,18.3202634712552
"chr8",57829648,57829648,"+",6.97220059464598e-14,2.63739626845713e-11,-18.1414241088204
"chr8",58449734,58449734,"+",9.5251880494196e-08,1.04814149626174e-05,-16.9573228424879
"chr8",58715082,58715082,"+",0.000253417198786243,0.00874755682769583,-16.3605442176871
"chr8",59603998,59603998,"+",9.61986046377206e-12,2.56771591788452e-09,-15.2467337809335
"chr8",60832732,60832732,"+",0.000197734479488343,0.00716682532405294,-16.0255697609783
"chr8",61325642,61325642,"+",5.73781600010648e-09,8.5744805132989e-07,-16.0732945215704
"chr8",61604601,61604601,"+",2.39832671500295e-08,3.09134391220946e-06,-15.2762153344209
"chr8",61615461,61615461,"+",0,0,-24.895748661687
"chr8",61644076,61644076,"+",0,0,-18.5886067006028
"chr8",61704055,61704055,"+",0,0,16.6072891072891
"chr8",61764646,61764646,"+",8.03460964426961e-10,1.45775968069356e-07,-15.863093595334
"chr8",61764652,61764652,"+",8.17510503736685e-11,1.82270195559139e-08,-16.5387418022832
"chr8",61764676,61764676,"+",1.36849753751278e-10,2.91258160807637e-08,-15.0207375854725
"chr8",61764770,61764770,"+",4.07979667038649e-06,0.000277963682757782,-15.591341991342
"chr8",61925043,61925043,"+",2.85610820401905e-05,0.00145711362758443,-16.2668775983224
"chr8",62289060,62289060,"+",0,0,-21.3326203265253
"chr8",62400155,62400155,"+",0,0,15.5457604905419
"chr8",62433766,62433766,"+",7.31105577189695e-08,8.29834902065955e-06,15.6469962785752
"chr8",62625053,62625053,"+",3.64277669910873e-05,0.00178518719397267,-15.3189418738388
"chr8",62916612,62916612,"+",7.63167307127333e-13,2.4615367766188e-10,-21.5487595185458
"chr8",62916650,62916650,"+",6.0322080663866e-11,1.37987366433666e-08,-16.4716338320249
"chr8",63436368,63436368,"+",0,0,27.899538644964
"chr8",64664165,64664165,"+",0,0,19.0429904877795
"chr8",66044876,66044876,"+",0,0,20.5380116959064
"chr8",66645548,66645548,"+",1.18682841332429e-13,4.329357181427e-11,-15.9582512184152
"chr8",66862710,66862710,"+",6.8179795142953e-11,1.5440575191062e-08,-17.5678599280521
"chr8",66862716,66862716,"+",9.05647445925695e-10,1.62569859645742e-07,-15.4191865800192
"chr8",67697874,67697874,"+",9.5667074262451e-09,1.35600132479176e-06,-15.4190113661212
"chr8",68287156,68287156,"+",1.32919075745974e-09,2.29535890350672e-07,-21.1148648648649
"chr8",68287185,68287185,"+",1.05826271967757e-07,1.14986932991527e-05,-16.2494510320597
"chr8",68494426,68494426,"+",8.20761535325065e-06,0.000506107728826383,18.0596133982588
"chr8",69837545,69837545,"+",0,0,-16.3294853268425
"chr8",70239113,70239113,"+",0,0,-16.0693390443379
"chr8",70740152,70740152,"+",4.25039323737053e-08,5.14327639299247e-06,-17.0458128744538
"chr8",70740175,70740175,"+",1.86552728820288e-09,3.12051339137684e-07,-16.3112012719996
"chr8",70740189,70740189,"+",2.50610643348637e-12,7.44893029982932e-10,-18.4531960130298
"chr8",71923240,71923240,"+",3.44136787642224e-05,0.00170279969087343,-16.001753199112
"chr8",72456571,72456571,"+",0,0,-17.6940433837678
"chr8",72593194,72593194,"+",3.1380679166304e-09,4.9817047288718e-07,-20.4369416781367
"chr8",72593374,72593374,"+",0,0,-20.4062339626719
"chr8",73008249,73008249,"+",1.46879202134187e-06,0.000115079780708726,17.3313508035875
"chr8",74198196,74198196,"+",0,0,20.0405408466016
"chr8",74271046,74271046,"+",0,0,-26.3907944190159
"chr8",74271057,74271057,"+",0,0,27.3844144879737
"chr8",74396039,74396039,"+",1.40158357253561e-07,1.47634579597345e-05,-17.2595716530224
"chr8",74818528,74818528,"+",0,0,-32.4445298130428
"chr8",74873577,74873577,"+",2.54705986735271e-06,0.000185331860013726,-18.8615515460786
"chr8",75514553,75514553,"+",2.47246667584022e-13,8.58269368416786e-11,16.7143273150845
"chr8",76459725,76459725,"+",0,0,-26.3698548371693
"chr8",80649859,80649859,"+",0,0,18.0112612688839
"chr8",80929565,80929565,"+",8.72237704285794e-09,1.2493324087342e-06,15.7403116623506
"chr8",81789920,81789920,"+",0,0,17.8371683322178
"chr8",81811440,81811440,"+",6.43602128169718e-06,0.000411088139249655,19.2592076864165
"chr8",82017371,82017371,"+",0,0,-17.3740887288997
"chr8",82556145,82556145,"+",0,0,21.1427939876216
"chr8",90270940,90270940,"+",0,0,-19.3082621424018
"chr8",90897511,90897511,"+",0,0,-20.2759225071841
"chr8",90973663,90973663,"+",1.11577080907921e-10,2.42031599377574e-08,22.1278619471431
"chr8",90987577,90987577,"+",1.33226762955019e-15,6.38156804734823e-13,-17.9702780658427
"chr8",90987606,90987606,"+",1.4432899320127e-15,6.883855041498e-13,-17.4991197831801
"chr8",92044324,92044324,"+",4.21884749357559e-15,1.89140944942432e-12,-16.3927368348687
"chr8",92829792,92829792,"+",4.49304750294033e-07,4.10546708125498e-05,-15.1922402711231
"chr8",92965409,92965409,"+",0,0,-18.0528003342598
"chr8",95962256,95962256,"+",2.37499222510706e-08,3.06380090367986e-06,20.4656377786572
"chr8",95962270,95962270,"+",5.52273720988428e-06,0.000360222552877725,16.5245013105869
"chr8",95973326,95973326,"+",0,0,37.9874659283583
"chr8",96100033,96100033,"+",6.10124062383477e-10,1.13752693027948e-07,-19.8348784218248
"chr8",96100095,96100095,"+",4.01900734914307e-14,1.57546486022967e-11,-15.348241356241
"chr8",96100122,96100122,"+",0,0,-15.0187661271405
"chr8",96444627,96444627,"+",1.07361430856656e-08,1.50508974886816e-06,26.3200589970501
"chr8",97284922,97284922,"+",0,0,-17.8273201640207
"chr8",98817262,98817262,"+",0,0,19.4425868800828
"chr8",98843454,98843454,"+",0,0,-15.7495719144023
"chr8",98963817,98963817,"+",0,0,-29.7161959718138
"chr8",99014550,99014550,"+",0,0,16.6307534738125
"chr8",99032925,99032925,"+",0,0,20.1004639823844
"chr8",99039774,99039774,"+",0,0,-19.5000382087727
"chr8",99180749,99180749,"+",1.26998600524786e-09,2.20018147837954e-07,15.2543288373098
"chr8",99223757,99223757,"+",0,0,20.8575945618399
"chr8",99895404,99895404,"+",0,0,27.7045473295783
"chr8",101472165,101472165,"+",6.59352683562986e-10,1.21875064573264e-07,18.5588972431078
"chr8",101760348,101760348,"+",1.11022302462516e-16,5.91807495522432e-14,15.4741499248706
"chr8",101875976,101875976,"+",4.21329637845247e-13,1.41260317115021e-10,-22.0858016006022
"chr8",101998507,101998507,"+",0,0,-25.9235147031682
"chr8",102601617,102601617,"+",1.14019904629004e-13,4.16763377398513e-11,-15.5508379259926
"chr8",102621669,102621669,"+",6.43587889537223e-07,5.61744829712432e-05,17.6413419449631
"chr8",102854409,102854409,"+",4.03973687834736e-09,6.25585939102824e-07,-15.1878921430069
"chr8",102918526,102918526,"+",0,0,16.4367649150562
"chr8",103407252,103407252,"+",2.66342503607575e-13,9.19830800116834e-11,-15.1913458940417
"chr8",103589260,103589260,"+",3.35635722104044e-07,3.18150618590506e-05,20.3265656891181
"chr8",103989339,103989339,"+",2.94994029204076e-11,7.17153387832338e-09,-15.4084774690761
"chr8",105393686,105393686,"+",0,0,21.006171699449
"chr8",105476183,105476183,"+",5.62812273741109e-06,0.000366118184070916,-18.2997810647728
"chr8",106837798,106837798,"+",6.00819964696742e-05,0.00270488885337613,16.8329229099712
"chr8",109485904,109485904,"+",4.94467216061167e-08,5.87836227545077e-06,16.0954968132901
"chr8",112691447,112691447,"+",4.44089209850063e-16,2.23710827161245e-13,18.5101413113015
"chr8",112756990,112756990,"+",0,0,16.2707090464548
"chr8",117049539,117049539,"+",0,0,-16.5108887210473
"chr8",117544243,117544243,"+",4.50506298932396e-12,1.27661223971455e-09,-21.032961964068
"chr8",117715682,117715682,"+",0,0,24.3103022708286
"chr8",119128182,119128182,"+",0,0,-23.7271268004715
"chr8",119821273,119821273,"+",0,0,-19.0917907990695
"chr8",120106388,120106388,"+",7.32774524392354e-08,8.31404395003075e-06,15.3418951752864
"chr8",120613747,120613747,"+",0,0,-19.9969165766063
"chr8",121484747,121484747,"+",1.11022302462516e-16,5.91807495522432e-14,17.6489778164419
"chr8",121805600,121805600,"+",4.12707645836008e-11,9.74615975529117e-09,-16.2298785431475
"chr8",121805635,121805635,"+",1.83924730556839e-07,1.87641060193943e-05,-15.4221478115283
"chr8",122163372,122163372,"+",6.73161434616709e-06,0.000427665044228501,-18.7267545766314
"chr8",122273808,122273808,"+",0,0,32.3068138561096
"chr8",122335382,122335382,"+",2.83473244877541e-12,8.33868805875857e-10,20.5722326454034
"chr8",122439189,122439189,"+",0,0,-15.3811734974094
"chr8",122470823,122470823,"+",9.9223640415147e-10,1.76466694960932e-07,18.7606627326047
"chr8",122783563,122783563,"+",0,0,22.7176336054658
"chr8",122796766,122796766,"+",0.000117210571282333,0.00469297470419833,-15.6055469953775
"chr8",123784080,123784080,"+",9.83542859378517e-08,1.07807407064749e-05,18.3792354624108
"chr8",123813713,123813713,"+",0,0,17.2419376989569
"chr8",124057496,124057496,"+",0.000212927786040429,0.00760744967181919,-15.5161958663904
"chr8",124460580,124460580,"+",0,0,25.2822094175875
"chr8",125293034,125293034,"+",0,0,24.7476259289843
"chr8",125585344,125585344,"+",0,0,-22.9655273846293
